statefip,year,bmprison,wmprison,alcohol,income,ur,poverty,black,perc1519,aidscapita,state
55,1997,7292.0,7458.0,2.71,24514,3.4916668,8.2,5.9402456,7.5444727,2.0318205,Wisconsin
55,1998,8397.0,8376.0,2.65,26175,3.275,8.8,6.025363,7.6391478,1.6988595,Wisconsin
55,1999,9127.0,9175.0,2.72,27135,3.075,8.6,6.136966,7.6334615,1.4251783,Wisconsin
55,2000,8851.0,8293.0,2.76,28570,3.3916667,9.3,6.2505646,7.568668,1.5629748,Wisconsin
56,1985,33.0,656.0,2.84,14317,7.15,12.0,0.7525344,8.061645,0.0,Wyoming
56,1986,32.0,739.0,2.64,14064,8.891666,14.6,0.7460492,8.124694,0.0,Wyoming
56,1987,30.0,710.0,2.56,14177,8.225,10.8,0.7371442,8.084167,0.0,Wyoming
56,1988,52.0,698.0,2.46,14918,6.5916667,9.6,0.7289635,7.993431,0.0,Wyoming
56,1989,51.0,736.0,2.38,16440,6.3333335,10.9,0.7217632,7.8289666,0.8725756,Wyoming
56,1990,49.0,809.0,2.63,18002,5.3166666,11.0,0.8046953,7.7131963,0.0,Wyoming
56,1991,48.0,825.0,2.56,18680,5.0916667,9.9,0.7963393,7.7522535,1.3064495,Wyoming
56,1992,48.0,795.0,2.56,19346,5.6833334,10.3,0.83367795,7.891243,3.0026746,Wyoming
56,1993,53.0,954.0,2.45,19976,5.541667,13.3,0.8006678,8.035622,2.113803,Wyoming
56,1994,55.0,887.0,2.43,20498,5.05,9.3,0.7901395,8.212658,2.914948,Wyoming
56,1995,65.0,989.0,2.29,21039,4.883333,12.2,0.8066836,8.416811,2.6795285,Wyoming
56,1996,73.0,1067.0,2.34,21875,5.175,11.9,0.82341135,8.5937805,1.0242397,Wyoming
56,1997,74.0,1077.0,2.33,23412,4.8083334,13.5,0.7920708,8.691779,0.0,Wyoming
56,1998,69.0,1086.0,2.4,24836,4.925,10.6,0.8434711,8.732709,1.630035,Wyoming
56,1999,81.0,1187.0,2.43,26536,4.85,11.6,0.866087,8.646752,0.0,Wyoming
56,2000,93.0,1150.0,2.46,28460,3.825,10.8,0.9352346,8.449946,1.2143635,Wyoming
